thetaL[0]	thetaL[1]	thetaL[2]	thetaL[3]	
3.06897	3.66667	8.65217	2.45455	
2.03448	3.55556	6.47826	2.72727	
2.2069	2.33333	10.087	3.45455	
4.34483	3.77778	6.95652	3.72727	
3.55172	1.66667	6.73913	4.09091	
4.51724	1.55556	8.26087	2.72727	
5.31034	2.22222	10.3913	6.18182	
3.10345	3.22222	7.78261	3.81818	
2.68966	3.66667	4.52174	1.81818	
1.44828	1.55556	6.52174	6.09091	
2	4.77778	11.087	3.09091	
3.2069	3.88889	5.47826	3.63636	
6	2.66667	6.78261	2.63636	
4.65517	2.22222	8.73913	5	
2.7931	2.33333	7.3913	4.72727	
2.93103	2.22222	4.95652	2.18182	
2.82759	3.44444	6.65217	5.18182	
2.68966	3.44444	7.86957	3.90909	
3.13793	2.11111	9.73913	3.27273	
1.27586	3.77778	4.6087	4.36364	
6.13793	3	5.26087	4.36364	
2.44828	3.55556	11.2609	3.36364	
5.62069	2.22222	3.95652	4.54545	
3	3.11111	6.13043	4.09091	
6.44828	4.44444	10.3913	1.72727	
5.65517	4.44444	6.08696	4.81818	
2.03448	2.44444	9.26087	2.90909	
1.48276	1.77778	4.95652	5.09091	
2.89655	3.44444	4.3913	5	
2.82759	2.33333	9	3.90909	
1.86207	3.11111	7.56522	6.90909	
2.72414	3.44444	4.34783	4.27273	
2.51724	1.55556	6.65217	2.45455	
1.96552	1.77778	6.82609	4.45455	
3	3.88889	7.78261	6.81818	
2.27586	4	6.17391	3.90909	
2.2069	2.33333	5.43478	3.63636	
3.03448	4.11111	5.21739	3.18182	
1.96552	4.44444	4.43478	4.36364	
2.2069	2.55556	6.17391	3.36364	
3.27586	4	7.34783	2.54545	
3.96552	3.33333	7	2.72727	
2.86207	3.66667	6.34783	3.45455	
5.34483	3.77778	7.65217	3.54545	
0.965517	2.77778	7	3	
2.65517	2.33333	5.69565	2.90909	
2.24138	1.55556	5.43478	2.72727	
3.75862	3.55556	6.08696	3.36364	
2.31034	3.44444	7.30435	4.63636	
3.48276	2.33333	6.52174	4.90909	
2.68966	3.33333	7.43478	3.45455	
4.03448	4.66667	7.95652	3.63636	
3.72414	2.22222	8.6087	3	
3.41379	1.77778	6.43478	5.54545	
1.96552	3.77778	7.04348	4.09091	
2.48276	2.22222	8.65217	5.36364	
4.10345	3.88889	3.52174	4.36364	
2.48276	2.44444	3.86957	5.36364	
0.931034	3.88889	6.73913	3.81818	
4.86207	3.55556	9.3913	5.09091	
4.10345	2.88889	6.43478	1.63636	
2.65517	3.66667	5.56522	2.63636	
1.89655	2.11111	9.43478	4.54545	
4.48276	2.66667	7.52174	3	
1.82759	3.55556	9.78261	5.36364	
4.03448	2.44444	5.26087	3.90909	
1.31034	1.77778	10	4.54545	
2.51724	4.77778	8.6087	3.09091	
2.96552	2.11111	8.6087	3.54545	
2.27586	3.33333	6.52174	4.90909	
2.89655	3	6.43478	3.45455	
1.17241	2.88889	7.73913	2.81818	
4.72414	4.22222	9.82609	4.45455	
2.17241	1.22222	6.6087	3.90909	
1.93103	2.77778	9.69565	3.18182	
1.17241	5.22222	10.7391	5.36364	
3.06897	3.33333	7.30435	3.27273	
4.72414	4.33333	10.6087	3	
1.48276	3	9.82609	4.27273	
5.58621	2.66667	7.78261	3.81818	
3.34483	3.22222	7.86957	3.90909	
1.17241	3.55556	8.04348	3.81818	
3.17241	3.44444	9.08696	5.18182	
3.82759	2.88889	7.30435	4.63636	
2.75862	4.33333	10.2609	4.36364	
2.55172	3.11111	5.95652	4.90909	
2.03448	3.22222	6.86957	3.63636	
4.31034	3.11111	5.3913	3.09091	
2.13793	1.88889	4.95652	6.45455	
6.34483	3.88889	5.73913	3.54545	
1.24138	2.33333	12.4348	2.27273	
3.27586	3.33333	10.5217	3.72727	
5.2069	2.22222	10.5652	5.18182	
1.06897	4.33333	9.08696	3.09091	
4.58621	3.22222	7.82609	4	
1.37931	2.44444	8	3.63636	
2.51724	3.33333	6.17391	5.45455	
2.34483	4.11111	7.43478	5.36364	
1.06897	3.11111	4.08696	4.36364	
2.03448	3.66667	7.34783	5.81818	
2.75862	4.55556	10.7391	4.90909	
2.03448	1.66667	8.13043	2.72727	
1.24138	1.88889	7.73913	6.72727	
2.62069	4.66667	12.087	3.27273	
1.17241	2.11111	4.69565	4.90909	
4.17241	5	10.5217	6	
2.17241	2.55556	8.30435	6.18182	
4.31034	2.11111	9.82609	3.90909	
1.68966	4.11111	9.04348	3.36364	
2.27586	2.11111	4.95652	4.09091	
2.37931	5.55556	6.26087	4.90909	
3.75862	3.22222	5.34783	5.54545	
2.27586	4.77778	8.43478	4.63636	
3.24138	4.22222	10.7826	6.09091	
4.13793	4	5.08696	6.18182	
3.06897	4	11.4348	4.18182	
2.82759	2.44444	7.82609	3.63636	
2	3.55556	6.3913	4.09091	
2.82759	4.66667	7.73913	3	
6.31034	4.77778	3.73913	5.18182	
3.06897	3.33333	11.4348	4.09091	
1.7931	2.66667	5.65217	5.72727	
1.68966	3.11111	10.4348	3.27273	
1.96552	1.44444	3.34783	3.09091	
3.7931	2.55556	8.21739	2.27273	
3.13793	2.11111	8.08696	7.09091	
1.62069	5.66667	9.95652	2.27273	
3	3.88889	6.13043	4.27273	
3.31034	2.77778	4.69565	3.45455	
2.65517	2.55556	14.5217	3.90909	
6.93103	4.33333	10.5217	3.36364	
2.34483	1.55556	7.86957	5.09091	
1.51724	3.33333	4.95652	4.18182	
6.86207	2.44444	16.9565	3.27273	
3.65517	3.33333	5	3.63636	
2.06897	2.11111	6.69565	3.36364	
3.51724	3.44444	8.21739	3.81818	
2.51724	3.55556	11.6522	2.63636	
3.7931	3.44444	4.47826	2.18182	
1.89655	4.22222	6.43478	3.45455	
5.37931	1.22222	9.82609	5.54545	
3.96552	1.88889	8.82609	3.81818	
2.41379	2.11111	8.13043	4.90909	
3.27586	4.55556	9.69565	3.36364	
3.86207	2.77778	7.91304	3.81818	
2.31034	4.11111	7.17391	2.09091	
4.34483	2	7	3.81818	
2.13793	3.33333	5.69565	5.18182	
2.34483	4	4.13043	3.27273	
1.86207	1.44444	6.17391	2.54545	
2.86207	2	6.56522	3.36364	
1.68966	3.22222	6.95652	5.18182	
1.27586	4	5.82609	1.63636	
5.58621	4.33333	6.95652	4	
3.03448	2.11111	6.34783	4.09091	
3.13793	2.44444	6.73913	4.81818	
1.06897	4.88889	6	4.45455	
3.51724	2.44444	7.86957	3.45455	
1.82759	4.44444	9.6087	4.81818	
1.65517	4.22222	3.82609	2.72727	
1.7931	3.22222	4.21739	5.18182	
0.896552	2.44444	6.17391	4.45455	
2.55172	2.33333	7.73913	3.90909	
3.68966	1.77778	8.04348	5.27273	
2.37931	3	7.04348	8.27273	
4.58621	3.44444	8.56522	4.09091	
3.06897	4	10.7826	4.36364	
1.51724	4.44444	7.3913	4	
2.48276	2.55556	9.04348	3.63636	
3.89655	3.88889	6.95652	5.45455	
2.41379	3.11111	7.86957	3.09091	
7.96552	3.88889	7.73913	3.72727	
3.2069	2	7.17391	5.09091	
2.37931	2.88889	6.52174	3.18182	
1.86207	3.77778	7.65217	5.54545	
3.10345	3.44444	7.30435	2.81818	
2.65517	3.33333	8.04348	3.54545	
1.7931	2.33333	7.6087	3.81818	
4.72414	3.11111	4.43478	1.90909	
1.51724	1.66667	7.73913	2.63636	
4.37931	2.44444	6.52174	2.90909	
3.75862	2.44444	7.34783	5.81818	
3.13793	2.44444	6.34783	5.36364	
1.82759	2	8.73913	4.90909	
3	1.77778	11.4348	2.63636	
2.44828	2.55556	7.73913	3.18182	
1.51724	4.33333	8.73913	4.81818	
3.41379	3.22222	15.8696	3.36364	
3.44828	1.77778	4.86957	2.18182	
3.82759	3.55556	8.47826	3	
1.13793	4	6.86957	2.63636	
1.13793	4.44444	8.3913	4	
1.86207	3.33333	8.69565	2.72727	
2.2069	5.66667	7.21739	1.90909	
1.17241	2.55556	11.3043	6.09091	
5.55172	3	4.95652	4.54545	
3	4	11.6522	3.63636	
5.03448	4.77778	8	4.09091	
2.37931	2.33333	6.52174	3.27273	
4.24138	4.33333	3.78261	3.72727	
3.65517	4	10.5652	3.63636	
4.13793	2	6.78261	6.18182	
2.41379	4.11111	6.08696	5.27273	
4.06897	3.88889	5.43478	4.90909	
6.17241	2.44444	6	3.81818	
3.86207	3.22222	11.4348	2.18182	
2	2.33333	2.95652	3.63636	
0.793103	2.33333	3.91304	3.27273	
2.48276	3.55556	11.1304	4.36364	
3.06897	6	6.34783	3.90909	
1.93103	2.22222	6.6087	7.45455	
2.96552	2.77778	6.6087	3.63636	
3.44828	4.33333	9.91304	2.72727	
3.31034	2.11111	8.73913	3.54545	
2.68966	2.88889	10.3478	5.90909	
2.37931	2.77778	8.47826	5.72727	
2.03448	2.77778	10.9565	4.18182	
2.10345	2.22222	7.3913	3.45455	
5.27586	4.22222	9.91304	7	
4	3	4.26087	4.90909	
6.82759	2.33333	3.04348	3.27273	
3.96552	4.11111	9.69565	6	
1.93103	3.22222	9.21739	3.81818	
1.93103	4.55556	5.34783	4	
1.37931	2.88889	6.56522	4.90909	
2.58621	2.44444	9.52174	5	
1.72414	1.44444	7.30435	4.09091	
1.68966	2.88889	7.43478	5.18182	
3.03448	2.55556	6.73913	3.72727	
5.03448	2	6.08696	3.36364	
2.13793	2.22222	4.47826	4	
4	2.33333	3.30435	4.45455	
5.48276	3	7.30435	2.90909	
4.27586	3.77778	9.34783	4.90909	
4.10345	4.66667	9.43478	4.72727	
4.2069	5.77778	4.47826	3.81818	
2.51724	3.77778	5.17391	3.90909	
3.72414	2.88889	8.56522	3.36364	
2.96552	4	8.91304	2.54545	
5.75862	3.88889	3.86957	5.18182	
3.2069	2.88889	9.30435	3.54545	
2.68966	1.66667	8.43478	3.54545	
3.03448	2.11111	5.65217	5	
1.68966	1.88889	6.86957	4	
2.68966	3.66667	3.78261	4.63636	
4.55172	3.77778	6.69565	4.45455	
2.58621	4.33333	10.8261	5.27273	
1.41379	2.22222	7.73913	1.72727	
2.72414	2.44444	7.86957	6.63636	
2.7931	3.11111	7.30435	6.90909	
3.72414	3.55556	6.3913	4.18182	
3.93103	4.66667	6.91304	3.18182	
3.03448	3.88889	8.52174	6.18182	
3.89655	2	6.30435	5.36364	
4.13793	2.55556	6.91304	3.09091	
1.65517	2.11111	4.43478	4.72727	
4.2069	4.55556	10	2.63636	
3.2069	1.44444	10.913	3.81818	
1.17241	4.22222	11.6087	2.81818	
5.89655	2.77778	4.43478	6.72727	
2.62069	3.88889	4.08696	3.27273	
4	1.55556	9.3913	2	
2.13793	4.55556	7.86957	2.36364	
3.7931	2.44444	6.82609	4.63636	
2.34483	4.77778	8.43478	2.18182	
3.13793	3.11111	6.78261	4.09091	
2.51724	1.88889	6.56522	2.45455	
2.24138	2.22222	5.82609	4.18182	
2.55172	3	13.5217	3.36364	
5.24138	3.44444	7.91304	3.45455	
2.17241	3.11111	8.56522	3.36364	
2.72414	4.55556	8.17391	3	
3.17241	2	7.52174	5.36364	
3.86207	3	5.13043	4.36364	
3.72414	2.77778	5.17391	6	
5.51724	2.44444	4.82609	5	
4.7931	2.88889	4.69565	3.09091	
2.62069	3.66667	11.6957	5.36364	
1.24138	2.66667	5.47826	3.54545	
2.89655	2	9.91304	4.09091	
1.44828	2.33333	6.95652	5.54545	
2.58621	5.33333	7	3.54545	
2	2.88889	5.43478	3.81818	
3.93103	5	7.86957	6	
2.48276	3.88889	5.73913	3.09091	
4.31034	3.55556	4.91304	4.09091	
3.13793	4.11111	7.6087	2.27273	
2.86207	2.11111	3.82609	5.72727	
4.44828	2.55556	4.30435	3.45455	
4.06897	3.22222	4.86957	1.81818	
4	4.33333	8.34783	7	
2.82759	3.22222	8.82609	3.63636	
6.65517	4.44444	12.7391	3.45455	
1.93103	2.44444	3.30435	4.27273	
2.7931	3.44444	7.08696	3	
3.2069	4	9.69565	6.90909	
3.17241	4.11111	6.34783	4.27273	
2.37931	2.66667	4.43478	3.90909	
3.72414	2.44444	8.86957	4.09091	
2.2069	3.33333	6	4.54545	
1.13793	1.88889	6.04348	4	
2.86207	3.55556	6.30435	2.45455	
3.13793	2.66667	8.34783	3.27273	
1.34483	4.22222	4.86957	1.81818	
3.62069	5.33333	12.2609	4.63636	
2.24138	2	5.17391	5	
2.62069	1.22222	5.3913	2.09091	
1.10345	3.77778	6.73913	3.63636	
3.89655	1.77778	7.47826	4.90909	
3.62069	2.77778	6.82609	6.72727	
