thetaL[0]	thetaL[1]	thetaL[2]	thetaL[3]	
8.62069	2.66667	48.3478	6.27273	
5.86207	5.33333	45.1739	13.2727	
7.62069	2.77778	51.1304	10.6364	
12.1034	2.22222	28.8261	7.81818	
7.62069	1.66667	37.3913	7.54545	
12.9655	1.66667	30.3913	11.8182	
9.96552	15.6667	30.9565	12.7273	
8	1.55556	22.1304	6.72727	
13.3448	4.77778	30.0435	11.2727	
12.4483	3.33333	37.2174	6.18182	
11.5172	5.11111	39.087	7.27273	
8.7931	1.33333	28.7826	10.5455	
11.5862	6	54.6087	8.45455	
8.93103	1.77778	40.3913	4.09091	
12.6552	2.55556	46.2174	8.72727	
7.34483	2.22222	34.913	7.90909	
18.2414	1.77778	29.3913	6.54545	
9.10345	5.55556	30.4783	9.09091	
6.96552	1.44444	37.8696	9.27273	
8.72414	5.88889	37.1304	6	
10.6897	1.44444	59.1304	10.4545	
10.2069	15.3333	23.1304	11.5455	
3.51724	10	34.6087	8.90909	
13.6207	4.33333	42.7391	7.45455	
12.4483	14.3333	45.8696	7.54545	
9.27586	4.11111	27.3043	4.45455	
8.27586	8.22222	39.8261	4.81818	
11.5517	2.22222	43.4348	8.72727	
9.7931	4.11111	34.8696	8.81818	
8.51724	5.11111	38.4348	8.36364	
5.41379	9.88889	40	9.45455	
6.24138	5.66667	20.913	8.63636	
11.3103	12.2222	30.3478	9	
6.13793	8.77778	38.3043	3.27273	
16.8621	5.44444	43.7826	7.27273	
13	3.88889	37.6087	10	
14.6897	1.77778	26.6957	4.54545	
8.68966	4.44444	42.6522	14.3636	
13.7241	1.55556	36.2609	9.63636	
6.10345	2	39.9565	8.63636	
13.7931	1.77778	67.087	8.36364	
9.89655	4.33333	44.2174	5	
11.4483	6.22222	40.0435	10.7273	
17.4138	2.88889	38.6957	9	
9.65517	7.66667	34.8696	7.27273	
9.34483	2.66667	16.5652	5	
4.51724	4.11111	33.087	6.45455	
11.8621	5.88889	26.4348	5.63636	
15.5862	7.66667	40.9565	13.7273	
5.75862	1.77778	36.4783	10.2727	
5.2069	5.77778	41.5217	5.54545	
10.6207	11.2222	34.2174	8.27273	
11.7931	6	39.6087	6	
12.8276	5.66667	15.4348	6.45455	
8.24138	3.22222	29.5652	15.1818	
9.96552	2.55556	31.3478	7.45455	
7.93103	4.11111	26	5.36364	
6.13793	3.33333	33.8696	10.8182	
17.2759	4.44444	35.0435	6.18182	
4.31034	15.4444	48.5217	9.09091	
11.6552	4.22222	44.4348	6.90909	
12.0345	1.88889	26.6087	13.0909	
7.72414	2.44444	26.5652	7.72727	
15.3448	3	38.6087	6.81818	
11.9655	10.6667	42.3043	7.45455	
9.55172	4.33333	35.1739	6.27273	
5.65517	5.88889	36.6957	4	
13.3448	7.66667	45.8696	10	
10.1724	5.11111	29.7826	11.1818	
8	2.77778	37.6522	7.27273	
9.75862	7.22222	27.5652	9.54545	
8.44828	4.77778	21	5.18182	
10.069	7.22222	37.8696	6.72727	
16	2.88889	36.7826	10.0909	
8.89655	4.44444	37.3913	11.4545	
11.3448	3.33333	30.6522	11.0909	
10.4483	6	19.7391	6	
12.069	7.88889	29.913	9.81818	
7.48276	1.88889	26.3478	11.2727	
8.62069	7.44444	34.8261	12	
7.06897	10.3333	18.4783	10.7273	
10.7931	17.6667	44.4783	5.63636	
6.68966	13	43.8261	8.81818	
7.86207	6	33.2174	8.36364	
2.31034	0.777778	35.4783	6.09091	
4.89655	3	46.1739	9	
14.7241	2.11111	33.6087	6.81818	
6.24138	2.66667	35.0435	10.4545	
15.6552	4.88889	16.4783	8.63636	
8.55172	1.44444	40.4348	10.4545	
11.8966	2.77778	36.3043	8.72727	
4.93103	2	38.4348	8.72727	
14.5862	2.77778	42.3478	3.54545	
10.4828	3.11111	41.913	5.54545	
16.9655	8	50.1739	6.09091	
4.31034	3.33333	40.5652	10.8182	
7.58621	5	43.8696	8.09091	
6.65517	4.22222	24.0435	6.27273	
7.58621	10.8889	37.8696	8.81818	
4.24138	6.88889	27.2609	13.1818	
9.06897	1.22222	38.7826	9.27273	
20.8621	4.11111	29.8261	4.18182	
8.51724	4.44444	57.3043	10.7273	
10.069	5.11111	28.1304	5.27273	
20.7931	1.55556	32.8696	10.1818	
9.82759	0.666667	32.2609	4.90909	
6.17241	4.66667	31.087	12.6364	
5.03448	7.77778	40.1304	7.18182	
13.069	4.22222	27.6522	9.81818	
8.24138	2.11111	36.0435	4.36364	
7.06897	4	29.8696	9.45455	
9.51724	3.77778	32.1739	8.81818	
5	0.666667	45.2609	10.6364	
6.37931	2.33333	24.3478	7.36364	
10.2759	5.55556	35.6087	6.18182	
9.24138	9.44444	32.6522	5.72727	
12.1034	5.11111	42.2609	4.45455	
12.7241	10.8889	38.1739	11.1818	
6.96552	3.11111	30.1739	8.90909	
9.10345	5.44444	37.4348	11.1818	
9.06897	4.22222	40.5652	6	
13.1034	8.44444	37.2609	7.72727	
8.55172	1.77778	38.5217	4.72727	
8	3.33333	31.3043	8.36364	
10.4138	6	23.2609	3.36364	
9.48276	9.11111	60.1739	9.54545	
9.65517	2.66667	43.6957	7.81818	
14.8966	2.33333	26.2609	9.90909	
10.9655	2.22222	13.913	6.27273	
15.8621	6.33333	36.3043	6.90909	
9.96552	2.44444	31	8	
18.9655	2.33333	57.4348	7.27273	
9.27586	2	26.7391	13.5455	
13.3448	2.33333	26.2609	9.54545	
14.3448	7.44444	28.1739	10.0909	
9.7931	3.33333	37.5652	6.09091	
7	6	44	5.36364	
11.9655	14	29.6957	7.09091	
12.3793	5.22222	32.8261	5.90909	
4.17241	3	27.9565	7.90909	
18.069	6.33333	43.1304	8.09091	
7	5.55556	29.6087	7.27273	
15.069	9.22222	26.6087	8.54545	
13.2759	0.777778	23.6957	8.36364	
13.7241	8.66667	31.5217	9.72727	
8.55172	5.66667	31.087	8.54545	
10.2414	5.22222	29.1304	7.27273	
9.75862	1.55556	37.9565	2.90909	
9.2069	0.777778	44.2174	6.27273	
2.62069	3.22222	37.7391	5.54545	
6.82759	12.7778	40	10.3636	
8.06897	1.77778	37.8261	6.72727	
11.8966	2.55556	56.6522	13.1818	
9.82759	1.88889	21.6957	11.6364	
11.4138	2.44444	24.3478	5.72727	
16.4138	1.66667	35.5652	4.81818	
13.1379	4.11111	42.3478	10.7273	
7.75862	6.66667	40.3478	13.3636	
8.2069	2.77778	42.3478	8.27273	
14	7	32.5217	8.45455	
18.931	10	48.4783	10	
8.58621	6.22222	25.5652	5.81818	
7.82759	0.555556	36	8.63636	
14.1724	1	39.7391	11.3636	
8.17241	10	36.5652	10.5455	
11.4138	10.8889	52.6087	9	
10.1379	6.88889	46.2609	7.72727	
14.8621	14.2222	34.7391	13.7273	
9.89655	7.88889	30.7826	13.8182	
14.5517	3.55556	41.7391	10.5455	
13.069	2.55556	15.4783	6.63636	
4.06897	2.22222	34.1304	6.45455	
18.1724	13.1111	32.913	10	
9.62069	4.66667	29.6522	8.18182	
13.7241	8.88889	24.6087	6	
6.58621	7	35.0435	8.54545	
17.1724	1.88889	29.8261	13.4545	
9.17241	1.77778	35.1304	4.63636	
11.6552	2	40.087	9.90909	
3.48276	2.55556	30	10.4545	
9.37931	5.55556	31.2609	7.63636	
7.96552	23.1111	29.5217	11.0909	
14.4138	6.77778	47.2174	10.0909	
10.1379	5.66667	30.8261	10.8182	
5.2069	0.888889	24.9565	3.81818	
5.86207	3.33333	38.5652	12.0909	
11.4138	8.11111	40.087	6.63636	
3.68966	4.77778	33.8696	5.36364	
14.7586	4.55556	29	10.2727	
9.89655	13	25.1739	11.1818	
7.17241	9.11111	21.5652	8.27273	
7.27586	2.22222	30.6957	6.81818	
10.0345	3.22222	28.5652	7.81818	
11.7931	6	22.087	8.27273	
9.10345	6.55556	28.3478	8.18182	
7.13793	4.33333	47.7826	6.27273	
5.31034	7.22222	39.4783	14.8182	
14.931	11.2222	38.2174	7.81818	
14.8276	2.11111	41.4348	7.90909	
12.6552	5.66667	37.5217	10.8182	
6.58621	4.11111	25.5217	4.27273	
16.5172	0.555556	31.913	16	
12.9655	3.88889	16.4783	10.0909	
7.55172	3.88889	23.8261	13.0909	
10.3793	0.888889	35.3913	9.09091	
3.10345	4.11111	25.913	17.0909	
8.82759	10.6667	41.3043	10.2727	
14	7.66667	36.8696	4.90909	
10.4483	5.33333	49.8261	10.7273	
7.51724	4.22222	42.1739	7.81818	
6.48276	4.66667	48.4348	8.27273	
11.1034	4.33333	30.7391	10	
14.4828	18.7778	38.3913	9.18182	
9.7931	4.77778	42.8696	12.9091	
9.68966	1.11111	32.087	4.18182	
17.3448	3.22222	36.0435	10.1818	
14.6897	6	41.1739	8.18182	
10.6552	6	26.9565	10.1818	
11.5517	2.11111	48.6087	8.90909	
6.55172	11	28.3913	9.09091	
6.34483	4.11111	43.6522	7.27273	
14.2414	7.33333	41.9565	9.18182	
9.34483	6.88889	36.4783	9	
11.1034	8.44444	20.9565	11.3636	
19.0345	1.66667	17.8696	11.0909	
6.93103	2.55556	22.7826	9.63636	
6.68966	3.11111	30.5652	6.27273	
11.6897	1.88889	31.1304	10.3636	
19.3103	5.11111	23.9565	8.45455	
8.51724	13.1111	41.2609	7.45455	
9.34483	3.88889	24.2609	7.90909	
9.13793	5.44444	24.3478	10.1818	
8	2.88889	33.5652	16.4545	
8.75862	3.88889	48.4783	7.81818	
15.069	0.666667	21.8261	7.27273	
7.86207	1.33333	40.6957	8.27273	
7.89655	3.55556	33.5652	10.0909	
12.6552	0.888889	31	5.81818	
8.44828	2.22222	40.3478	9.27273	
8.7931	3.88889	26.3478	15	
13.9655	5	38.2609	6.72727	
8	8.33333	32.3043	13.0909	
15.2069	2.88889	45.6087	9.27273	
7.31034	2	28.7826	7.81818	
11.4483	3.66667	32.7391	5.90909	
11.1724	0.555556	29.5217	10.4545	
7.65517	13	43.7391	11	
13.3103	6.77778	40.087	5	
7.10345	8.88889	43.4348	9.27273	
14.2414	4.77778	31.6957	15.9091	
17	3.44444	39.5217	9.63636	
6.62069	2.22222	37.087	7.09091	
10.7931	4.11111	26.7826	9.72727	
14.6552	4.33333	35.4783	4.72727	
9.55172	2.22222	39.8261	8.72727	
21.6897	14.6667	28.3478	11.9091	
5.58621	4.88889	37.6087	7.54545	
22.2414	3.11111	39.913	12.3636	
8.13793	4.66667	44.2174	9.27273	
18.8966	6.33333	41	5.72727	
13.8966	1.77778	42.3478	3.81818	
7.72414	3.77778	36.1304	8.72727	
6.58621	2.33333	52.0435	10.9091	
8.51724	2.44444	29.5652	9.63636	
4.37931	5.44444	28.3913	12.6364	
6.48276	5.88889	36.913	10.3636	
11.3448	0.666667	26.6087	10.4545	
6.2069	4.44444	41.8696	8.54545	
7.06897	3.55556	44.3043	7	
7.65517	3.66667	34.6522	10.2727	
12.2759	2.77778	30.1739	13.5455	
10.1724	3.44444	39.7826	7.45455	
13.3448	4.66667	33.6957	5.81818	
3.89655	2.33333	22.6957	8.81818	
10.7931	0.777778	31.1304	5.90909	
5.13793	12.2222	42.2609	7.63636	
8.31034	6.77778	22.5652	9.36364	
8.65517	9.66667	19.7391	12.5455	
8.86207	5.22222	21.1739	6.18182	
7.27586	10	45.3913	7.18182	
13.7931	1.44444	27.1739	7.90909	
11.2414	2.33333	44.3043	4.18182	
7.34483	1.11111	33.4783	12	
13.2069	2.11111	47.1304	5	
13.2759	3.11111	44.9565	11.2727	
6.51724	3.33333	52.1739	9	
20.3103	4.55556	29.4783	9.09091	
7.06897	7.22222	36.087	9.63636	
14.6552	1.88889	38.3478	9.45455	
13.8276	3.88889	44.4348	6.18182	
5.86207	3.22222	37.4783	7	
7.37931	4.33333	40.8696	10.2727	
13.7586	2.11111	38.913	6.27273	
9.41379	8.44444	36.8696	6	
7.37931	4.44444	34.913	7.45455	
12.5172	8.77778	32.3913	9.36364	
8.89655	3	42.9565	10.3636	
9.89655	2.88889	45.7391	4.45455	
10.6552	7.44444	43.4783	15.5455	
8.48276	5	32	11.0909	
9	1.11111	38.087	8.54545	
14.7931	6.66667	32.9565	8.54545	
9.89655	3.33333	41.7391	10.1818	
18.1379	11.7778	38.3043	3	
8.27586	4.66667	55.2609	9.81818	
16.8621	5.33333	32.4348	8.54545	
3.24138	0.888889	29.3043	4.90909	
7.44828	2.44444	51.2174	7.63636	
9.13793	6.44444	22.3913	8.27273	
