B[0]	B[1]	B[2]	B[3]	
0.121212	0	0.172727	0.0666667	
0.027027	0.125	0.125	0.0714286	
0.09375	0.142857	0.153374	0.28	
0.14	0.421053	0.139394	0.047619	
0.0714286	0	0.107843	0.166667	
0.179487	0.0833333	0.225564	0.25	
0.282609	0.225806	0.220472	0.0833333	
0.166667	0.333333	0.21374	0.125	
0.128205	0.347826	0.216	0.0526316	
0.147541	0	0.168142	0.176471	
0.152174	0.166667	0.110092	0.08	
0.203704	0.111111	0.145455	0.0555556	
0.128205	0.0555556	0.0958904	0.111111	
0.131579	0.933333	0.142857	0.129032	
0.0384615	0.142857	0.278689	0.0833333	
0.0588235	0.357143	0.145985	0.0697674	
0.327273	0.181818	0.126214	0.25	
0.272727	0.142857	0.201299	0.178571	
0.15625	0.25	0.163121	0.107143	
0.0784314	0.307692	0.0916667	0.117647	
0.0689655	0.636364	0.0878378	0	
0.114286	0.285714	0.177966	0.09375	
0.129032	0.0625	0.176056	0.157895	
0.242424	0.777778	0.196581	0.157895	
0.0740741	0.125	0.203008	0.117647	
0.075	0.285714	0.140127	0.03125	
0.293103	0.5	0.248276	0.0952381	
0.0701754	0.2	0.0909091	0.157895	
0.15	0.2	0.217105	0.0666667	
0.243243	0.2	0.132353	0.153846	
0.0232558	0	0.226027	0.0625	
0.0833333	0.285714	0.0769231	0.142857	
0.171429	0.388889	0.163265	0.0625	
0.222222	0.111111	0.145985	0.157895	
0.0571429	0.0714286	0.047619	0.037037	
0.0833333	0.2	0.181818	0.1	
0.133333	0.166667	0.153226	0.0454545	
0.2	0.538462	0.141732	0.125	
0.0294118	0.458333	0.118056	0.1	
0.125	0.25	0.123967	0.111111	
0.134615	0.241379	0.114035	0.15625	
0.130435	0.125	0.205607	0.0833333	
0.107143	0.714286	0.15534	0.0416667	
0.205882	0.363636	0.154839	0.25	
0.190476	0.222222	0.161017	0.166667	
0.277778	0.1	0.135922	0.0416667	
0.166667	0.444444	0.202899	0.08	
0.177419	0.166667	0.217054	0.136364	
0.0810811	0.24	0.075	0.148148	
0.0714286	0.2	0.161616	0.0526316	
0.121212	0.2	0.0789474	0.0606061	
0.0810811	0	0.145038	0.217391	
0.25	0.142857	0.309859	0.217391	
0.0285714	0.25	0.106383	0.0526316	
0.194444	0.545455	0.0764331	0.142857	
0.111111	0.133333	0.112	0.333333	
0.113636	0.117647	0.132812	0.12	
0.0731707	0.1	0.154545	0	
0.242424	0.15	0.191304	0.1	
0.212766	0.142857	0.40566	0.222222	
0.0930233	0.26087	0.173228	0.107143	
0.173077	0	0.195876	0	
0.292683	0.368421	0.145349	0.0909091	
0.0555556	0.111111	0.123377	0.266667	
0.162162	0.235294	0.123894	0.0454545	
0.0952381	0.315789	0.0629371	0.230769	
0.156863	0.416667	0.185185	0.107143	
0.1875	0.2	0.156028	0.125	
0.157895	0.6	0.174194	0.04	
0.1	0	0.092437	0.222222	
0.2	0.333333	0.185185	0.0857143	
0.186047	0.2	0.121795	0.192308	
0.162162	0.222222	0.22905	0.333333	
0.0909091	0.333333	0.155556	0.166667	
0.112676	0.285714	0.198413	0.0588235	
0.1	0.4375	0.125	0.15	
0.106383	0.285714	0.278195	0.0769231	
0.142857	0.142857	0.166667	0.0357143	
0.214286	0.176471	0.127907	0.08	
0.195652	0	0.267606	0.354839	
0.212766	0.571429	0.126126	0.153846	
0.263158	0.529412	0.161765	0.222222	
0.162162	0.5	0.227273	0.0277778	
0	0	0.101562	0.0882353	
0.16	0.666667	0.128788	0.37037	
0.0851064	0.375	0.136691	0.166667	
0.0212766	0.5	0.173653	0.0967742	
0.130435	0.25	0.245283	0.12	
0.219512	0.625	0.103175	0.24	
0.151515	0.2	0.174825	0.105263	
0.0714286	0.111111	0.134921	0.133333	
0.037037	0	0.106061	0.1875	
0.0769231	0.0588235	0.121739	0.09375	
0.0416667	0.4	0.0891089	0.227273	
0.15	0	0.171233	0.0689655	
0.037037	0.117647	0.0992908	0	
0.0526316	0	0.409836	0	
0.075	0	0.112903	0.1875	
0.111111	0.4	0.232143	0.0625	
0	0.333333	0.190789	0.0588235	
0.135135	0.125	0.137681	0.107143	
0.148936	0.333333	0.111111	0.0434783	
0.106383	0	0.109091	0.0714286	
0.166667	0.5	0.15493	0.26087	
0.219512	0.25	0.0810811	0.230769	
0.108108	0.375	0.133333	0.16129	
0.15625	0.314286	0.254658	0.148148	
0.2	0.111111	0.14	0.0740741	
0.128205	0.333333	0.100775	0.24	
0.166667	0.111111	0.0916667	0.130435	
0.133333	0.25	0.209677	0.125	
0.1875	0.166667	0.152672	0.0909091	
0.235294	0.75	0.281046	0.115385	
0.0526316	0.142857	0.0875912	0.173913	
0.232558	0.333333	0.153846	0.173913	
0.047619	0.133333	0.120879	0.21875	
0.0697674	0.473684	0.144578	0.142857	
0.121951	na	0.210526	0.136364	
0.166667	0.882353	0.158333	0.0384615	
0.0697674	0.230769	0.256579	0.0952381	
0.129032	0.0909091	0.11236	0.269231	
0.162162	0.142857	0.135714	0.25	
0.0333333	0.222222	0.0625	0.0967742	
0.0625	0	0.117188	0.2	
0.0952381	0.2	0.16129	0.04	
0.145833	0.235294	0.0940171	0.0357143	
0.178571	0.525	0.114286	0.111111	
0.0833333	0	0.243697	0.0416667	
0.333333	0.2	0.11215	0.176471	
0.0555556	0.37931	0.198113	0	
0.0697674	0.3	0.184397	0.172414	
0.357143	0.733333	0.237569	0.230769	
0.0344828	0.2	0.146667	0.16129	
0.184211	0.230769	0.130769	0.142857	
0.241379	0.214286	0.217742	0.242424	
0.108108	0	0.20339	0.212121	
0.0769231	0.3	0.159091	0.130435	
0.122449	0	0.156028	0.0689655	
0.0930233	0	0.139344	0.3	
0.121212	0.1	0.144654	0.0740741	
0.189655	0.1875	0.162162	0.217391	
0.319149	0.0909091	0.154412	0.2	
0.181818	0.6	0.114094	0.0666667	
0	0.272727	0.17094	0.142857	
0.146341	0.529412	0.0983607	0.181818	
0	0.368421	0.141414	0.08	
0.0263158	0.222222	0.134921	0	
0.0277778	0	0.135135	0.108108	
0.027027	0	0.1875	0.333333	
0.16129	0.285714	0.139706	0.2	
0	0.142857	0.175926	0.235294	
0.138889	0.125	0.111111	0.0869565	
0	0.0909091	0.15	0.0714286	
0.142857	0.0833333	0.0680272	0.291667	
0.157895	0.235294	0.183486	0.111111	
0.186047	0.2	0.125	0.130435	
0.0677966	0.125	0.177215	0.111111	
0.310345	0.235294	0.141667	0.172414	
0.285714	0.0526316	0.186335	0.0869565	
0.0294118	0	0.206612	0.147059	
0.04	0.263158	0.115789	0.0952381	
0.0571429	0.272727	0.0909091	0.0666667	
0.0434783	0.428571	0.212598	0.0769231	
0.1	0.597015	0.113772	0.142857	
0.146341	0.166667	0.25	0.261905	
0.0416667	0.5	0.168317	0.0689655	
0.0869565	0.142857	0.0884956	0.148148	
0	0.363636	0.113821	0.0769231	
0.2	0.130435	0.188679	0	
0.227273	0.5	0.184874	0.222222	
0.131579	0.0882353	0.108974	0.24	
0.185185	0.166667	0.157233	0.28125	
0.290909	0.1	0.147887	0.125	
0.181818	1	0.23913	0.129032	
0.115385	0.444444	0.127119	0.2	
0.0555556	0.0833333	0.136691	0.181818	
0.147059	0.294118	0.109677	0.0666667	
0.0909091	0.470588	0.172414	0.125	
0.111111	0	0.182857	0.25	
0.0606061	0	0.116279	0.157895	
0.119048	0.5	0.12605	0.173913	
0.108696	0.25	0.184874	0.047619	
0.121951	0.0833333	0.242718	0.125	
0.2	0.25	0.226087	0.0357143	
0.047619	0.0666667	0.0689655	0.166667	
0.3	0.4375	0.224138	0.212121	
0.131579	0.166667	0.204545	0.210526	
0.155556	0	0.125	0.230769	
0.162791	0.166667	0.115385	0.0833333	
0.205128	0.25	0.0933333	0.142857	
0.153846	0.4	0.152672	0.125	
0.12	0.5	0.137615	0.222222	
0.0277778	0.558824	0.205479	0.15625	
0.151515	0.411765	0.153846	0.16	
0.0714286	0.142857	0.163793	0.333333	
0.05	0.0909091	0.144654	0.32	
0.0769231	0.272727	0.059322	0.178571	
0.0882353	0.1	0.080292	0.178571	
0.103448	0.1	0.176471	0.0869565	
0.0285714	0.230769	0.118182	0.206897	
0.142857	0	0.153846	0.111111	
0.0588235	0.0909091	0.160377	0.0434783	
0.233333	0.1	0.15942	0.125	
0.148936	0	0.122807	0.0833333	
0.333333	0.705882	0.217391	0.1	
0.125	0	0.108434	0.25	
0.12963	0.1	0.185629	0.108108	
0	0.166667	0.222222	0.111111	
0.111111	0	0.201613	0.235294	
0	0	0.167883	0.12	
0	0.133333	0.211679	0.107143	
0.102041	0.333333	0.0699301	0.16	
0.0952381	0.125	0.18797	0.08	
0.0384615	0.625	0.118056	0.178571	
0.238095	0.35	0.213592	0.321429	
0.125	0.0909091	0.0550459	0.192308	
0.1875	0.266667	0.170984	0.194444	
0.226415	0.692308	0.106667	0.2	
0.111111	0.5	0.12069	0.1	
0.289474	0.117647	0.17094	0.0833333	
0.166667	0.142857	0.112069	0.08	
0.177778	0.3	0.0991736	0.153846	
0.219512	0.272727	0.229885	0.1	
0.178571	0.607143	0.306931	0.0645161	
0.097561	0.181818	0.192857	0.16	
0.171429	0.176471	0.133803	0.114286	
0.0833333	0.176471	0.210084	0	
0.0909091	0.230769	0.163793	0.0526316	
0.1	0.5	0.0814815	0.222222	
0.119048	0.142857	0.167785	0.0714286	
0.176471	0.235294	0.150943	0.133333	
0.0357143	0.272727	0.204724	0.133333	
0.129032	0.666667	0.163636	0.25	
0.146341	0.0769231	0.216216	0.0588235	
0.0666667	0	0.165468	0	
0.0322581	0.428571	0.109756	0.105263	
0.0625	0.0909091	0.112	0	
0.186047	0.0526316	0.210526	0.172414	
0.1	0.0625	0.0852713	0.0769231	
0.0333333	0.2	0.193798	0.130435	
0.159091	0	0.205128	0.190476	
0.0689655	0.111111	0.175	0	
0.2	0.454545	0.211382	0.21875	
0.242424	0	0.274074	0.08	
0.115385	0.772727	0.162162	0.0333333	
0.2	0	0.172662	0.0454545	
0.0666667	0.307692	0.160305	0.166667	
0.181818	0	0.169935	0.037037	
0.209302	0	0.138365	0.125	
0.114286	0.16	0.12	0.16129	
0.0961538	0.625	0.10625	0.152174	
0.0434783	0.333333	0.221374	0.1875	
0.0645161	0	0.154472	0.2	
0.102564	0.611111	0.140741	0.285714	
0.151515	0.333333	0.12963	0.111111	
0.0731707	0.166667	0.155172	0	
0.1	0	0.203297	0.0645161	
0.155556	0.4	0.166667	0.24	
0	0.714286	0.186047	0.172414	
0.209677	0.272727	0.277419	0.166667	
0.254237	0	0.0923077	0.0344828	
0.0784314	0.714286	0.146341	0.0571429	
0.113636	0.0714286	0.135417	0.0555556	
0	0.333333	0.118421	0.1	
0.138889	0.178571	0.258065	0.1	
0.148148	0.227273	0.202703	0.153846	
0.0851064	0	0.232394	0.148148	
0.0555556	0.533333	0.310924	0.230769	
0.2	0	0.0612245	0.32	
0.27027	0.333333	0.121739	0.0555556	
0.3	0.241379	0.131783	0.24	
0.0434783	0.666667	0.140351	0.0769231	
0	0.125	0.0833333	0.166667	
0.09375	0	0.0697674	0.0625	
0.0535714	0.0769231	0.267857	0.173913	
0.0784314	0.125	0.179245	0.130435	
0.15625	0.583333	0.160305	0.037037	
0	0.545455	0.197531	0.16	
0.274194	0.421053	0.166667	0.185185	
0.151515	0.25	0.14966	0.36	
0.0666667	0.5	0.0865385	0.291667	
0.272727	0	0.152778	0.0909091	
0.0689655	0.157895	0.1	0.137931	
0.0526316	0.210526	0.174825	0.0833333	
0.125	0.0526316	0.12844	0.133333	
0.0344828	0.166667	0.238889	0.115385	
0.0625	0.727273	0.187879	0.208333	
0.206897	0.111111	0.198582	0.0740741	
0.0714286	0.0909091	0.188679	0.111111	
0.04	0.181818	0.185484	0.0540541	
0.0232558	0.333333	0.0752688	0.214286	
0.326531	0.571429	0.155172	0.136364	
0.181818	0	0.157895	0.0869565	
0.148148	0.16129	0.178571	0.05	
0.216216	0.333333	0.242857	0.0833333	
0.09375	0.375	0.152047	0.210526	
0.166667	0.181818	0.10687	0.37037	
0.162791	0.0526316	0.0843373	0.25	
0.3125	0.411765	0.21875	0.0645161	
0.183673	0	0.0693069	0.142857	
0.0851064	0.166667	0.151515	0.222222	
0.108108	0.1	0.231707	0	
0.113636	0.2	0.153005	0.0967742	
0.196078	0.625	0.161538	0.0526316	
0.037037	0	0.196078	0.28	
0.296296	0.346154	0.22293	0.0754717	
0.205128	0.4	0.198758	0	
0.117647	0.636364	0.174825	0.129032	
0.025	0.470588	0.197183	0.222222	
0.111111	0.0588235	0.212766	0.0344828	
0.181818	0.333333	0.0693069	0.125	
0.15	0.2	0.11194	0.125	
0.194444	0.230769	0.159091	0.125	
