mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:58:05 2008 

Input data from the file: ex17.txt

Print_neuttest:        1
Print_matrixpol:       0
Mhits:                 1
Dist_out:              8.000000
Mhratio_sv:            2
Seed2:                 2871
N_iterations:          100
Seed1:                 1121

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             30
Range_thetant:         1
Thetant_min:           0.000500
Thetant_max:           0.010000
Mutations:             20
Sfix_allthetas:        1
Method_samp:           1
No_rec_males:          0
Ifgammar:              1
Alpha_gammar:          1
P_gammar:              1
Correct_gammar:        10
Rm:                    2
Nhapl:                 0
Rmfix:                 1
Method_samp:           1

REJECTION ALGORITHM OF TAVARE et al. 1997. Fix S and screening all probable thetas.  Rejection algorithm n. 2.
REJECTION ALGORITHM. Fix Rm (and optionally nhapl) and screening all probable R.

Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
-0.0841752	-3.43671	-0.554338	-0.475604	-0.698577	-0.59067	-1.25057	0.0526316	0.1	0.140105	na	0.5	0.873563	0.113482	20	0	0	5.0484	4.92644	6.17701	-0.0328285	-0.383904	0.333333	0.366667	2	7	5.55172	0.289983	0.155556	na	0.202986	
0.926513	0.67433	0.381243	0.652359	0.733224	0.965896	0.091954	0.105263	0.2	0.172935	na	0.366667	0.882759	0.154044	20	0	0	5.0484	6.3908	6.29885	0.361342	0.0282282	0.266667	0.266667	2	3	6.34483	0.746916	0.146667	na	0.156475	
1.50564	0.479831	0.693103	1.11905	0.733224	1.20491	1.28736	0.105263	0.15	0.322146	na	0.4	0.873563	0.176386	20	0	0	5.0484	7.22989	5.94253	0.587201	0.395195	0.266667	0.3	2	3	6.58621	0.885983	0.155556	na	0.138315	
-0.098455	-3.46039	-0.554338	-0.480951	-0.340627	-0.311706	-0.11954	0.0526316	0.1	0.122974	na	0.5	0.935632	0.115166	20	0	0	5.0484	4.90575	5.02529	-0.0383976	-0.0366967	0.166667	0.2	2	6	4.96552	-0.0477496	0.0955556	na	0.203843	
-0.0270563	-5.45311	-0.866198	-0.704049	-1.05653	-0.851953	1.67356	0.0526316	0.1	0.162485	na	0.566667	0.937931	0.114788	20	0	0	5.0484	5.0092	3.33563	-0.010552	0.513753	0.2	0.233333	2	8	4.17241	-0.504682	0.0933333	na	0.199633	
-0.612526	-5.5891	-0.242478	-0.423618	0.0173236	-0.239018	-2.29885	0.157895	0.2	0.221139	na	0.533333	0.933333	0.0995339	20	0	0	5.0484	4.16092	6.45977	-0.238886	-0.705705	0.2	0.3	2	5	5.31034	0.150917	0.0977778	na	0.240331	
0.00943642	-2.41242	0.0693824	0.0591163	0.0173236	0.0176808	0.331034	0.210526	0.35	0.272243	na	0.466667	0.931034	0.121749	20	0	0	5.0484	5.06207	4.73103	0.00368022	0.101622	0.2	0.2	2	5	4.89655	-0.0874828	0.1	na	0.197548	
0.740877	2.00766	0.693103	0.832679	0.733224	0.889279	2.10575	0.157895	0.3	0.29114	na	0.3	0.825287	0.148804	20	0	0	5.0484	6.12184	4.01609	0.288943	0.646426	0.366667	0.366667	2	3	5.06897	0.0118504	0.202222	na	0.16335	
-0.0222963	-4.32635	0.0693824	0.0472337	0.0173236	0.00458391	2.72184	0.0526316	0.1	0.116328	na	0.533333	0.949425	0.119244	20	0	0	5.0484	5.01609	2.29425	-0.00869561	0.835555	0.133333	0.2	2	5	3.65517	-0.802682	0.0822222	na	0.199358	
0.539374	-1.75614	1.00496	1.00706	1.09117	1.09097	0.211494	0.105263	0.2	0.279403	na	0.466667	0.947126	0.142959	20	0	0	5.0484	5.82989	5.61839	0.210357	0.0649249	0.133333	0.2	2	2	5.72414	0.389317	0.0844444	na	0.17153	
