mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:33:13 2008 

Input data from the file: ex08.txt

Print_neuttest:        1
Print_matrixpol:       0
N_iterations:          1000
Seed1:                 4653

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             30
Ifgamma:               1
Alpha_gamma:           1
P_gamma:               1
Correct_gamma:         5
No_rec_males:          0
Recombination:         10


Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
-0.432345	-1.86818	-1.11084	-1.05781	-1.23344	-1.17022	0.708046	0	0	0.0442444	na	0.233333	0.786207	0.103325	6	0	0	1.51452	1.28506	0.577011	-0.205884	0.567607	0.3	0.566667	1	3	0.931034	-0.798938	0.24	na	0.778175	
1.74203	3.21754	0.439253	0.964455	0.427222	0.981979	-0.708046	0.6	0.833333	0.754598	na	0.133333	0.581609	0.199952	6	0	0	1.51452	2.43908	3.14713	0.829561	-0.567607	0.566667	0.6	0	1	2.7931	1.75071	0.437778	na	0.819981	
0.460731	-0.72731	0.80615	0.818254	0.7996	0.82029	0.478161	0	0	5.54668e-31	na	0.133333	0.526437	0.154598	2	0	0	0.50484	0.618391	0.14023	0.305651	0.79287	0.666667	0.833333	1	0	0.37931	-0.332521	0.491111	na	1.6171	
0.849673	-0.168814	1.14389	1.22903	1.17403	1.2704	1.10345	0	0	0.295904	na	0.2	0.809195	0.165517	5	0	0	1.2621	1.65517	0.551724	0.423221	1.00737	0.3	0.533333	0	0	1.10345	-0.244099	0.217778	na	0.604167	
-0.0129226	0.416396	0.0450721	0.0326692	0.0103059	0.00405717	0.698851	0.333333	0.5	0.502911	na	0.133333	0.498851	0.125537	4	0	0	1.00968	1.0046	0.305747	-0.00683924	0.743968	0.666667	0.7	0	1	0.655172	-0.626388	0.517778	na	0.995423	
1.62594	1.04927	0.949814	1.32501	0.954244	1.3439	0.147126	0	0	0.288889	na	0.133333	0.742529	0.21341	3	0	0	0.75726	1.28046	1.13333	0.938881	0.189361	0.4	0.6	0	0	1.2069	0.943737	0.282222	na	0.780969	
na	na	na	na	na	na	0	na	na	na	na	0.0333333	0	na	0	0	0	0	0	0	na	na	1	1	0	0	1.2069	na	1	na	na	
na	na	na	na	na	na	0	na	na	na	na	0.0333333	0	na	0	0	0	0	0	0	na	na	1	1	0	0	1.2069	na	1	na	na	
0.561458	-3.31734	1.14389	1.13002	1.17403	1.16806	-2.47356	0	0	0.230508	na	0.3	0.673563	0.152184	5	0	0	1.2621	1.52184	3.9954	0.279661	-2.25818	0.566667	0.666667	3	0	2.75862	2.30253	0.348889	na	0.6571	
-0.38976	-7.62151	-0.556127	-0.591315	-0.692294	-0.711738	2.36322	0.0625	0.117647	0.159013	na	0.566667	0.94023	0.102797	17	0	0	4.29114	3.8023	1.43908	-0.154803	0.833874	0.166667	0.266667	2	6	2.62069	-1.09297	0.0911111	na	0.262999	
